"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"International Journal of Remote Sensing","Theory","Taylor & Francis Group","For-profit associated with a society","Hybrid","Remote Sensing and Photogrammetry Society","Society/Association","UK","https://www.tandfonline.com/journals/tres20/about-this-journal","2668","0.604","Q2 (Earth and Planetary Sciences)","219","No","1366-5901","0143-1161"
"International Journal of Systematic and Evolutionary Microbiology","Microbiology","Microbiology Society","Non-profit","Hybrid","International Union of Microbiological Societies","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/ijsem","3036","0.631","Q2 (Ecology, Evolution, Behavior and Systematics; Medicine)","213","No","1466-5034","1466-5026"
"International Zoo Yearbook","Applied Ecology","John Wiley & Sons","For-profit associated with a society","Hybrid","Zoological Society of London","Society/Association","USA","https://zslpublications.onlinelibrary.wiley.com/journal/17481090","2500","","","","No","1748-1090","0074-9664"
"Invasive Plant Science and Management","Plants","Cambridge University Press (CUP)","University Press associated with a society","Hybrid","Weed Science Society of America","Society/Association","UK","https://www.cambridge.org/core/journals/invasive-plant-science-and-management/information","","0.362","Q2 (Plant Science)","41","No","1939-747X","1939-7291"
"Invertebrate Systematics","Genetics","CSIRO Publishing","Non-profit","Hybrid","Commonwealth Scientific and Industrial Research Organisation","University/Government","Australia","https://www.publish.csiro.au/is","3050","0.809","Q1 (Ecology, Evolution, Behavior and Systematics)","60","No","1447-2600","1445-5226"
"Italian Botanist","Botany","Pensoft Publishers","For-profit associated with a society","OA","Italian Botanical Society","Society/Association","Bulgaria","https://italianbotanist.pensoft.net/","400","0.318","Q3 (Ecology, Evolution, Behavior and Systematics; Plant Science)","23","No","2531-4033",""
"Italian Journal of Mycology","Microbiology","Edizioni ETS","University Press associated with a society","Subscription","Mycological Society","Society/Association","Italy","https://italianmycology.unibo.it/","","0.209","Q4 (Applied Microbiology and Biotechnology; Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)","9","No","2531-7342",""
"Journal of Advances in Modeling Earth Systems","Theory","John Wiley & Sons","For-profit associated with a society","OA","American Geophysical Union","Society/Association","USA","https://agupubs.onlinelibrary.wiley.com/journal/19422466","1963","2.154","Q1 (Earth and Planetary Sciences; Environmental Chemistry; Global and Planetary Change)","114","No","1942-2466","1942-2466"
"Journal of Anatomy","Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","Anatomical Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14697580","2164","0.694","Q1 (Anatomy; Ecology, Evolution, Behavior and Systematics)","145","No","1469-7580","0021-8782"
"Journal of Animal Ecology","Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","British Ecological Society","Society/Association","USA","https://besjournals.onlinelibrary.wiley.com/journal/13652656","2151","1.477","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","190","No","1365-2656","0021-8790"
"Journal of Animal Science","Zoology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","American Society of Animal Science","Society/Association","UK","https://academic.oup.com/jas","4040","0.872","Q1 (Animal Science and Zoology; Food Science)","196","No","1525-3163","0021-8812"
"Journal of Applied Ecology","Applied Ecology","John Wiley & Sons","For-profit associated with a society","Hybrid","British Ecological Society","Society/Association","USA","https://besjournals.onlinelibrary.wiley.com/journal/13652664","2188","1.765","Q1 (Ecology)","228","No","1365-2664","0021-8901"
"Journal of Applied Microbiology","Microbiology","John Wiley & Sons","For-profit associated with a society","Hybrid","Society for Applied Microbiology","Society/Association","USA","https://sfamjournals.onlinelibrary.wiley.com/journal/13652672","3070","0.779","Q2 (Applied Microbiology and Biotechnology; Biotechnology; Medicine)","203","PCI friendly","1365-2672","1364-5072"
"Journal of Arachnology","Zoology","American Arachnological Society","Non-profit","Hybrid","Americal Arachnological Society","Society/Association","USA","https://www.americanarachnology.org/journal-joa/","","0.462","Q2 (Insect Science)","54","No","","0161-8202"
"Journal of Arid Land","Basic Ecology","Springer Nature","For-profit associated with a society","Hybrid","Xinjiang Institute of Ecology and Geography","University/Government","Germany / UK","https://www.springer.com/journal/40333","2185","0.818","Q1 (Earth-Surface Processes; Water Science and Technology)","52","No","2194-7783","1674-6767"
"Journal of Asia-Pacific Entomology","Zoology","Elsevier","For-profit associated with a society","Hybrid","Korean Society of Applied Entomology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-asia-pacific-entomology","2661","0.384","Q2 (Insect Science)","54","No","","1226-8615"
"Journal of Asian Ornithology","Zoology","Oriental Bird Club","Non-profit","Subscription","Oriental Bird Club","Non-profit","UK","https://www.orientalbirdclub.org/jao-index","","","","","No","2756-2581",""
"Journal of Avian Biology","Zoology","John Wiley & Sons","For-profit associated with a society","OA","Nordic Society Oikos","Society/Association","UK","https://onlinelibrary.wiley.com/journal/1600048x","1934","0.604","Q1 (Animal Science and Zoology)","93","PCI friendly","1600-048X","0908-8857"
"Journal of Bat Research and Conservation","Zoology","Spanish Society of Bat Research and Conservation","Non-profit","OA diamond","Spanish Society of Bat Research and Conservation","Society/Association","Spain","https://secemu.org/en/journal-of-bat-research-and-conservation/","0","","","","No","",""
"Journal of Bryology","Genetics","Taylor & Francis Group","For-profit associated with a society","Hybrid","British Bryological Society","Society/Association","UK","https://www.tandfonline.com/toc/yjbr20/current","","0.334","Q3 (Ecology, Evolution, Behavior and Systematics; Plant Science)","42","No","1743-2820","0373-6687"
"Journal of Caribbean Ornithology","Zoology","BirdsCaribbean","Non-profit","OA","BirdsCaribbean","Society/Association","USA","https://jco.birdscaribbean.org/index.php/jco/","","","","","No","1544-4953","1544-4953"
"Journal of Chemical Ecology","Genetics","Springer Nature","For-profit associated with a society","Hybrid","International Society of Chemical Ecology / Asia-Pacific Association of Chemical Ecologists / Latin American Association of Chemical Ecology","Society/Association","Germany / UK","https://www.springer.com/journal/10886","2584","0.477","Q2 (Ecology, Evolution, Behavior and Systematics)","142","No","1573-1561","0098-0331"
"Journal of Coastal Conservation","Applied Ecology","Springer Nature","For-profit associated with a society","Hybrid","Coastal & Marine Union","Non-profit","Germany / UK","https://www.springer.com/journal/11852","2625","0.598","Q2 (Ecology; Nature and Landscape Conservation; Oceanography)","59","No","1874-7841","1400-0350"
"Journal of Coastal Research","Applied Ecology","Coastal Education and Research Foundation","Non-profit","Subscription","Coastal Education and Research Foundation","Non-profit","USA","https://bioone.org/journals/journal-of-coastal-research","","","","","No","1551-5036","0749-0208"
"Journal of Computer Applications in Archaeology","Theory","Ubiquity Press","For-profit associated with a society","OA","Computer Applications in Archaeology","Society/Association","UK","https://journal.caa-international.org/","698","0.425","Q1 (Archeology)","19","PCI friendly","2514-8362","2514-8362"
"Journal of Crustacean Biology","Zoology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","The Crustacean Society","Society/Association","UK","https://academic.oup.com/jcb","","0.376","Q3 (Aquatic Science)","66","No","1937-240X","0278-0372"
"Journal of Ecohydraulics","Genetics","Taylor & Francis Group","For-profit associated with a society","Hybrid","International Association for Hydro-Environment Engineering and Research","Society/Association","UK","https://www.tandfonline.com/journals/tjoe20","1594","0.61","Q2 (Civil and Structural Engineering; Water Science and Technology)","21","No","2470-5365","2470-5357"
"Journal of Ecology","Basic Ecology","John Wiley & Sons","For-profit associated with a society","Hybrid","British Ecological Society","Society/Association","USA","https://besjournals.onlinelibrary.wiley.com/journal/13652745","2113","2.424","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)","227","No","1365-2745","0022-0477"
"Journal of Economic Entomology","Genetics","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Entomological Society of America","Society/Association","UK","https://academic.oup.com/jee/pages/About","2885","0.64","Q1 (Insect Science)","128","No","1938-291X","0022-0493"
"Journal of Eukaryotic Microbiology","Microbiology","John Wiley & Sons","For-profit associated with a society","Hybrid","International Society of Protistologists","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15507408","2474","0.798","Q2 (Microbiology)","92","No","1550-7408","1066-5234"
"Journal of Evolutionary Biology","Genetics","Oxford University Press (OUP)","University Press associated with a society","Hybrid","European Society for Evolutionary Biology","Society/Association","UK","https://academic.oup.com/jeb","3212","0.987","Q1 (Ecology, Evolution, Behavior and Systematics)","151","PCI friendly","1420-9101","1010-061X"
"Journal of Experimental Botany","Botany","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Society for Experimental Biology","Society/Association","UK","https://academic.oup.com/jxb","3642","1.926","Q1 (Physiology; Plant Science)","324","No","1460-2431","0022-0957"
"Journal of Experimental Zoology A Ecological Genetics and Physiology","Zoology","John Wiley & Sons","For-profit","","","","USA","https://onlinelibrary.wiley.com/journal/24715646","","","","","No","1932-5231","1932-5223"
"Journal of Experimental Zoology B Molecular and Developmental Evolution","Zoology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/15525015","2536","0.978","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","77","No","1552-5015","1552-5007"
"Journal of Field Ornithology","Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","Association of Field Ornithologists","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15579263","1140","0.402","Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","57","No","1557-9263","0273-8570"
"Journal of Fish Biology","Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","Fisheries Society of the British Isles","Society/Association","USA","https://onlinelibrary.wiley.com/journal/10958649","2433","0.586","Q2 (Aquatic Science; Ecology, Evolution, Behavior and Systematics)","138","No","1095-8649","0022-1112"
"Journal of General Virology","Microbiology","Microbiology Society","Non-profit","Hybrid","Microbiology Society","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/jgv","2858","1.169","Q1 (Virology)","200","No","1465-2099","0022-1317"
"Journal of Global Health","Health","Edinburgh University Global Health Society","Non-profit","OA","Edinburgh University Global Health Society","Society/Association","USA","https://www.jogh.org/","2170","1.299","Q1 (Health Policy; Public Health, Environmental and Occupational Health)","78","No","2047-2986","2047-2978"
"Journal of Heredity","Genetics","Oxford University Press (OUP)","University Press associated with a society","Hybrid","American Genetic Association","Society/Association","UK","https://academic.oup.com/jhered","1132","0.955","Q2 (Biotechnology; Genetics; Molecular Biology)","108","No","1465-7333","0022-1503"
"Journal of Herpetology","Zoology","Society for the Study of Amphibians and Reptiles","Non-profit","Hybrid","Society for the Study of Amphibians and Reptiles","Society/Association","USA","https://bioone.org/journals/journal-of-herpetology","","0.389","Q2 (Animal Science and Zoology)","71","No","","0022-1511"
"Journal of Hymenoptera Research","Zoology","Pensoft Publishers","For-profit associated with a society","OA","The International Society of Hymenopterists","Society/Association","Bulgaria","https://jhr.pensoft.net/","1009","0.7","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Insect Science)","33","No","1314-2607","1070-9428"
"Journal of Insect Science","Zoology","Oxford University Press (OUP)","University Press associated with a society","OA","Entomological Society of America","Society/Association","UK","https://academic.oup.com/jinsectscience","1924","0.568","Q2 (Insect Science; Medicine)","68","No","1536-2442",""
"Journal of Limnology","Applied Ecology","PAGEPress Publications","For-profit associated with a society","OA","Water Research Institute","University/Government","Italy","https://www.jlimnol.it/index.php/jlimnol","680","0.386","Q2 (Ecology)","56","No","1723-8633","1129-5767"
"Journal of Mammalian Evolution","Genetics","Springer Nature","For-profit associated with a society","Hybrid","Society for the Study of Mammalian Evolution","Society/Association","Germany / UK","https://www.springer.com/journal/10914","2604","0.603","Q2 (Ecology, Evolution, Behavior and Systematics)","58","PCI friendly","1573-7055","1064-7554"
"Journal of Mammalogy","Zoology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","American Society of Mammalogists","Society/Association","UK","https://academic.oup.com/jmammal","2093","0.607","Q1 (Animal Science and Zoology)","120","No","1545-1542","0022-2372"
"Journal of Medical Entomology","Health","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Entomological Society of America","Society/Association","UK","https://academic.oup.com/jme","2476","0.662","Q1 (Insect Science; Veterinary)","124","No","1938-2928","0022-2585"
"Journal of Microbiology and Biotechnology","Microbiology","Korean Society for Microbiology and Biotechnology (KSBMB)","Non-profit","OA","Korean Society for Microbiology and Biotechnology","Society/Association","Republic of Korea (South Korea)","https://www.jmb.or.kr/main.html","622","0.74","Q2 (Applied Microbiology and Biotechnology; Biotechnology; Medicine)","95","No","1738-8872","1017-7825"
"Journal of Molluscan Studies","Zoology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Malacological Society of London","Society/Association","UK","https://academic.oup.com/mollus","2362","0.324","Q3 (Animal Science and Zoology; Aquatic Science)","57","No","1464-3766","0260-1230"
"Journal of Ornithology","Zoology","Springer Nature","For-profit associated with a society","Hybrid","German Ornithologists' Society","Society/Association","Germany / UK","https://www.springer.com/journal/10336","2818","0.58","Q1 (Animal Science and Zoology)","74","No","2193-7206","2193-7192"
"Journal of Orthoptera Research","Zoology","Pensoft Publishers","For-profit associated with a society","OA diamond","The Orthopterists' Society","Society/Association","Bulgaria","https://jor.pensoft.net/","0","0.507","Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Insect Science)","23","No","1937-2426","1082-6467"
"Journal of Parasitology","Health","American Society of Parasitologists","Non-profit","OA","American Society of Parasitologists","Society/Association","USA","https://bioone.org/journals/journal-of-parasitology","1162","0.346","Q3 (Ecology, Evolution, Behavior and Systematics; Medicine; Parasitology)","108","No","1937-2345","0022-3395"
"Journal of Pest Science","Applied Ecology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10340","2120","1.031","Q1 (Agronomy and Crop Science; Ecology; Ecology, Evolution, Behavior and Systematics; Insect Science; Plant Science)","91","No","1612-4766","1612-4758"
"Journal of Phycology","Genetics","John Wiley & Sons","For-profit associated with a society","Hybrid","Phycological Society of America","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15298817","2547","0.957","Q1 (Aquatic Science; Plant Science)","152","No","1529-8817","0022-3646"
"Journal of Plankton Research","Evolution","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/plankt","2478","0.765","Q1 (Aquatic Science; Ecology; Ecology, Evolution, Behavior and Systematics)","115","No","1464-3774","0142-7873"
"Journal of Plant Ecology","Plants","Oxford University Press (OUP)","University Press associated with a society","OA","Botanical Society of China and Institute of Botany / Chinese Academy of Sciences","Society/Association","UK","https://academic.oup.com/jpe","2102","1.263","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Plant Science)","61","No","1752-993X","1752-9921"
"Journal of Plant Research","Plants","Springer Nature","For-profit associated with a society","Hybrid","Botanical Society of Japan","Society/Association","Germany / UK","https://link.springer.com/journal/10265","2200","0.668","Q2 (Plant Science)","89","No","1618-0860","0918-9440"
"Journal of Pollination Ecology","Basic Ecology","International Commission on Plant Pollinator Relations","Non-profit","OA diamond","International Commission on Plant Pollinator Relations","Society/Association","Canada","https://pollinationecology.org/","0","0.448","Q2 (Animal Science and Zoology; Ecology; Ecology, Evolution, Behavior and Systematics; Insect Science; Plant Science)","11","PCI friendly","1920-7603",""
"Journal of Proteomics","Genetics","Elsevier","For-profit associated with a society","Hybrid","European Proteomics Association","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-proteomics","1862","0.689","Q2 (Biochemistry; Biophysics)","136","No","1876-7737","1874-3919"
"Journal of Raptor Research","Zoology","Raptor Research Foundation","Non-profit","Hybrid","Raptor Research Foundation","Society/Association","USA","https://bioone.org/journals/journal-of-raptor-research/","","0.344","Q2 (Animal Science and Zoology)","42","No","","0892-1016"
"Journal of Sustainable Agriculture and Environment","Genetics","John Wiley & Sons","For-profit associated with a society","OA","Global Initiative of Crop Microbiome and Sustainable Agriculture","Society/Association","Australia","https://onlinelibrary.wiley.com/journal/2767035x","1653","0.987","Q1 (Agricultural and Biological Sciences; Agronomy and Crop Science; Ecology; Plant Science)","17","No","2767-035X","2767-035X"
"Journal of Systematics and Evolution","Genetics","John Wiley & Sons","For-profit associated with a society","Hybrid","Institute of Botany Chinese Academy of Sciences","University/Government","USA","https://onlinelibrary.wiley.com/journal/17596831","2500","1.04","Q1 (Ecology, Evolution, Behavior and Systematics; Plant Science)","70","No","1759-6831","1674-4918"
"Journal of The Royal Society Interface","Theory","The Royal Society","Non-profit","Hybrid","The Royal Society","Society/Association","UK","https://royalsocietypublishing.org/journal/rsif","2759","0.919","Q1 (Biophysics)","186","No","1742-5662","1742-5689"
"Journal of Threatened Taxa","Applied Ecology","Wildlife Information Liaison Development","Non-profit","OA","Wildlife Information Liaison Development","Society/Association","India","https://www.threatenedtaxa.org/index.php/JoTT/aims_scope","196","0.225","Q3 (Animal Science and Zoology; Nature and Landscape Conservation)","19","No","0974-7907","0974-7893"
"Journal of Vector Ecology","Health","John Wiley & Sons","For-profit associated with a society","OA","Society for Vector Ecology","Society/Association","USA","https://onlinelibrary.wiley.com/journal/19487134","440","0.352","Q3 (Ecology; Ecology, Evolution, Behavior and Systematics)","63","No","1948-7134","1081-1710"
"Journal of Vegetation Science","Plants","John Wiley & Sons","For-profit associated with a society","Hybrid","International Association for Vegetation Science","Society/Association","USA","https://onlinelibrary.wiley.com/journal/16541103","4022","1.064","Q1 (Ecology; Plant Science)","143","No","1654-1103","1100-9233"
"Journal of Vertebrate Biology","Zoology","Czech Academy of Sciences","Non-profit","OA diamond","Czech Academy of Sciences","University/Government","Czech Republic","https://www.jvertbiol.cz/","0","0.462","Q2 (Animal Science and Zoology; Aquatic Science; Ecology, Evolution, Behavior and Systematics)","44","No","2694-7684",""
"Journal of Virology","Health","American Society for Microbiology (ASM)","Non-profit","Hybrid","American Society for Microbiology","Society/Association","USA","https://jvi.asm.org/","1468","1.301","Q1 (Insect Science; Microbiology; Virology)","338","No","1098-5514","0022-538X"
"Journal of Wildlife Diseases","Health","Wildlife Disease Association","Non-profit","Hybrid","Wildlife Disease Association","Society/Association","USA","https://www.jwildlifedis.org/","1403","0.426","Q2 (Ecology; Ecology, Evolution, Behavior and Systematics)","86","No","1943-3700","0090-3558"
"Journal of Wildlife Management","Genetics","John Wiley & Sons","For-profit associated with a society","Hybrid","The Wildlife Society","Society/Association","USA","https://wildlife.onlinelibrary.wiley.com/journal/19372817?tabActivePane=undefined","2062","0.734","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)","133","No","1937-2817","0022-541X"
"Journal of Zoology","Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","Zoological Society of London","Society/Association","USA","https://zslpublications.onlinelibrary.wiley.com/journal/14697998","4170","0.674","Q1 (Animal Science and Zoology)","119","No","1469-7998","0952-8369"
"Journal of the Lepidopterists' Society","Zoology","The Lepidopterists' Society","Non-profit","Subscription","The Lepidopterists' Society","Society/Association","USA","https://www.lepsoc.org/content/journal","","0.24","Q3 (Animal Science and Zoology; Ecology)","24","No","","0024-0966"
"Journal of the Marine Biological Association of the United Kingdom","Applied Ecology","Cambridge University Press (CUP)","University Press","Hybrid","Marine Biological Association UK","Non-profit","UK","https://www.cambridge.org/core/journals/journal-of-the-marine-biological-association-of-the-united-kingdom","2681","0.346","Q3 (Aquatic Science)","84","No","1469-7769","0025-3154"
"Journal of the National Museum (Prague) Natural History Series","Genetics","National Museum of Prague","Non-profit","OA diamond","National Museum of Prague","University/Government","Czech Republic","https://publikace.nm.cz/en/periodicals/jotnmpnhs","0","","","","No","1802-6850","1802-6842"
"Journal of the Royal Statistical Society Series A: Statistics in Society","Theory","Oxford University Press (OUP)","University Press associated with a society","Hybrid","Royal Statistical Society","Society/Association","UK","https://academic.oup.com/jrsssa","3000","0.89","Q1 (Social Sciences; Statistics and Probability; Statistics, Probability and Uncertainty)","101","No","1467-985X","0964-1998"
"Journals of Gerontology - Series A Biological Sciences and Medical Sciences","Health","Oxford University Press (OUP)","University Press associated with a society","Hybrid","The Gerontological Society of America","Society/Association","UK","https://academic.oup.com/biomedgerontology","3782","1.376","Q1 (Geriatrics and Gerontology)","238","No","1758-535X","1079-5006"
"Knowledge and Management of Aquatic Ecosystems","Theory","China Science Publishing & Media (EDP Sciences)","For-profit associated with a society","OA diamond","Office Francais de la Biodiversite","University/Government","China","https://www.kmae-journal.org/","0","0.475","Q2 (Aquatic Science; Ecology; Nature and Landscape Conservation; Water Science and Technology)","41","No","1961-9502",""
"Landscape Ecology","Applied Ecology","Springer Nature","For-profit associated with a society","Hybrid","International Association for Landscape Ecology","Society/Association","Germany / UK","https://www.springer.com/journal/10980","3129","1.211","Q1 (Ecology; Geography, Planning and Development; Nature and Landscape Conservation)","162","No","1572-9761","0921-2973"
"Lankesteriana","Genetics","Jardín Botánico Lankester","Non-profit","Subscription","Jardín Botánico Lankester","University/Government","Costa Rica","https://lankesteriana.org/","","0.368","Q2 (Plant Science)","20","No","2215-2067","1409-3871"
"Letters in Applied Microbiology","Microbiology","John Wiley & Sons","For-profit associated with a society","Hybrid","Society for Applied Microbiology","Society/Association","USA","https://sfamjournals.onlinelibrary.wiley.com/journal/1472765x","2604","0.495","Q3 (Applied Microbiology and Biotechnology)","138","PCI friendly","1472-765X","0266-8254"
"Lindbergia","Basic Ecology","Dutch Bryological and Lichenological Society / Nordic Bryological Society","Non-profit","OA diamond","Dutch Bryological and Lichenological Society / Nordic Bryological Society","Society/Association","Sweden","https://www.lindbergia.org/","0","0.289","Q3 (Ecology, Evolution, Behavior and Systematics; Plant Science)","21","No","2001-5909","0105-0761"
"Malacologia","Zoology","Institute of Malacology","Non-profit","Subscription","Institute of Malacology","Non-profit","USA","https://instituteofmalacology.org/","","0.263","Q3 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","42","No","","0076-2997"
"Malimbus","Zoology","West African Ornithological Society","Non-profit","Subscription","West African Ornithological Society","Society/Association","Nigeria","https://malimbus.org/en/contindx.html","","","","","No","",""
"Mammal Review","Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","The Mammal Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13652907","1705","1.431","Q1 (Agricultural and Biological Sciences; Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","99","No","1365-2907","0305-1838"
"Mammal Study","Zoology","Mammal Society of Japan","Non-profit","Hybrid","Mammal Society of Japan","Society/Association","Japan","https://bioone.org/journals/mammal-study","","0.405","Q2 (Animal Science and Zoology)","26","No","1348-6160","1343-4152"
"Mammalian Biology","Zoology","Springer Nature","For-profit associated with a society","Hybrid","German Society for Mammalian Biology","Society/Association","Germany / UK","https://www.springer.com/journal/42991","2519","0.595","Q1 (Animal Science and Zoology)","59","No","1618-1476","1616-5047"
"Mammalian Genome","Genetics","Springer Nature","For-profit associated with a society","Hybrid","International Mammalian Genome Society","Society/Association","Germany / UK","https://www.springer.com/journal/335","2645","0.818","Q2 (Genetics)","109","No","1432-1777","0938-8990"
"Management of Biological Invasions","Applied Ecology","Regional Euro-Asian Biological Invasions Center (European Union)","Non-profit","OA","International Association for Open Knowledge on Invasive Alien Species","Non-profit","Finland","https://www.reabic.net/journals/mbi/Default.aspx","1229","0.545","Q2 (Ecology; Ecology, Evolution, Behavior and Systematics; Management, Monitoring, Policy and Law)","37","No","1989-8649",""
"Marine Ecology Progress Series","Applied Ecology","Inter-Research","For-profit associated with a society","Hybrid","International Ecology Institute","University/Government","Germany","https://www.int-res.com/journals/meps/meps-home/","1805","0.734","Q1 (Aquatic Science; Ecology, Evolution, Behavior and Systematics)","232","No","1616-1599","0171-8630"
"Marine Mammal Science","Zoology","John Wiley & Sons","For-profit associated with a society","Hybrid","Society for Marine Mammalogy","Society/Association","USA","https://onlinelibrary.wiley.com/journal/17487692","2516","0.619","Q2 (Aquatic Science; Ecology, Evolution, Behavior and Systematics)","100","No","1748-7692","0824-0469"
"Mastozoologia Neotropical","Zoology","Sociedade Brasileira de Mastozoologia / Sociedad Argentina para el Estudio de los Mamiferos","Non-profit","OA","Sociedade Brasileira de Mastozoologia / Sociedad Argentina para el Estudio de los Mamiferos","Society/Association","Brazil","https://mn.sarem.org.ar/","","0.202","Q4 (Animal Science and Zoology)","24","No","1666-0536","0327-9383"
"Medical and Veterinary Entomology","Health","John Wiley & Sons","For-profit associated with a society","Hybrid","Royal Entomological Society","Society/Association","USA","https://www.royensoc.co.uk/shop/publications/journals/medical-and-veterinary-entomology/","2730","0.608","Q1 (Insect Science; Veterinary)","98","No","1365-2915","0269-283X"
"Mediterranean Botany","Genetics","Universidad Complutense Madrid","Non-profit","OA diamond","Universidad Complutense Madrid","University/Government","Spain","https://revistas.ucm.es/index.php/MBOT","0","0.375","Q2 (Plant Science)","21","No","2603-9109",""
"Mediterranean Marine Science","Applied Ecology","Hellenic Centre for Marine Research","Non-profit","OA diamond","Hellenic Centre for Marine Research","University/Government","Greece","https://ejournals.epublishing.ekt.gr/index.php/hcmr-med-mar-sc/","0","0.632","Q2 (Aquatic Science; Ecology, Evolution, Behavior and Systematics; Environmental Engineering; Oceanography)","56","No","1791-6763","1108-393X"
"Methods in Ecology and Evolution","Theory","John Wiley & Sons","For-profit associated with a society","OA","British Ecological Society","Society/Association","UK","https://besjournals.onlinelibrary.wiley.com/journal/2041210X","2684","2.606","Q1 (Ecological Modeling; Ecology, Evolution, Behavior and Systematics)","191","No","2041-210X","2041-210X"
"Microbial Genomics","Genetics","Microbiology Society","Non-profit","OA","Microbiology Society","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/mgen","2156","1.575","Q1 (Epidemiology; Genetics; Microbiology; Molecular Biology)","62","No","2057-5858",""
"Microbiology","Microbiology","Microbiology Society","Non-profit","Hybrid","Microbiology Society","Society/Association","UK","https://www.microbiologyresearch.org/content/journal/micro","2759","1.242","Q1 (Microbiology)","215","No","1465-2080","1350-0872"
"Microbiology Resource Announcements","Microbiology","American Society for Microbiology (ASM)","Non-profit","OA","American Society for Microbiology (ASM)","Society/Association","USA","https://mra.asm.org/","1031","0.254","Q3 (Immunology and Microbiology)","51","No","2576-098X",""
"Microbiology Spectrum","Microbiology","American Society for Microbiology (ASM)","Non-profit","OA","American Society for Microbiology (ASM)","Society/Association","USA","https://journals.asm.org/journal/spectrum","3061","1.206","Q1 (Ecology; Immunology and Microbiology; Infectious Diseases; Microbiology; Physiology)","111","No","2165-0497",""
"Molecular Biology and Evolution","Genetics","Oxford University Press (OUP)","University Press associated with a society","OA","Society for Molecular Biology and Evolution","Society/Association","UK","https://academic.oup.com/mbe","2981","2.607","Q1 (Ecology, Evolution, Behavior and Systematics; Genetics; Molecular Biology)","264","No","1537-1719","0737-4038"
"Molecular Ecology","Basic Ecology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/1365294x","4355","1.429","Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)","272","No","1365-294X","0962-1083"
"Molecular Ecology Resources","Basic Ecology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/17550998","3184","1.86","Q1 (Biotechnology; Ecology, Evolution, Behavior and Systematics; Genetics)","179","No","1755-0998","1755-098X"
"Molecular Phylogenetics and Evolution","Evolution","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/molecular-phylogenetics-and-evolution","3736","1.277","Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)","188","No","1095-9513","1055-7903"
"Mycologia","Microbiology","Taylor & Francis Group","For-profit associated with a society","Hybrid","Mycological Society of America","Society/Association","UK","https://www.tandfonline.com/journals/umyc20","1806","0.601","Q2 (Ecology, Evolution, Behavior and Systematics; Medicine; Plant Science)","135","No","1557-2536","0027-5514"
